account_id,account_type,bot_type,is_bot,followers_count,friends_count,statuses_count,listed_count,favourites_count,account_age_days,tweets_per_day,follower_friend_ratio,timing_regularity,burst_score,url_ratio,retweet_ratio,hashtag_density,mention_ratio,linguistic_consistency,engagement_rate,network_clustering,profile_completeness,name_entropy,coordinated_score,has_profile_image,has_geo_enabled,has_url_in_profile,is_verified
ACC03489,genuine,genuine,0,1079,552,17372,40,375,1941,8.95,1.9512,0.5786,0.6156,0.312,0.0639,0.2716,0.109,0.1394,0.1787,0.2575,0.3,2.9698,0.173,1,0,0,0
ACC03490,genuine,genuine,0,830,163,5525,84,853,3252,1.699,5.061,0.138,0.1954,0.0264,0.418,0.464,0.0948,0.2352,0.0223,0.0332,0.3,3.1297,0.2706,1,0,0,0
ACC03491,genuine,genuine,0,2625,204,3384,18,2102,1491,2.2696,12.8049,0.1265,0.2033,0.4189,0.6429,0.42,0.4016,0.1043,0.0587,0.4929,0.3,4.0619,0.2139,1,0,0,0
ACC03492,genuine,genuine,0,1422,49,4367,65,10211,1936,2.2557,28.44,0.1079,0.186,0.1539,0.2098,0.0624,0.5205,0.0618,1.7734,0.2405,0.3,3.4691,0.0396,1,0,0,0
ACC03493,genuine,genuine,0,3965,693,48658,274,2405,2872,16.9422,5.7133,0.2458,0.1607,0.4007,0.4295,0.0825,0.2366,0.3541,0.4712,0.2501,0.5,3.4926,0.1984,1,1,0,0
ACC03494,genuine,genuine,0,1266,131,13918,591,959,2104,6.615,9.5909,0.3048,0.1088,0.18,0.7174,0.1453,0.2245,0.194,0.173,0.7743,0.5,3.4237,0.0004,1,1,0,0
ACC03495,spambot_1,spambot1,1,8,113,3182,0,43,1774,1.7937,0.0702,0.7956,0.931,0.8994,0.7713,0.9239,0.5641,0.6589,0.0228,0.6456,0.55,4.9788,0.9726,1,0,1,0
ACC03496,genuine,genuine,0,993,460,20718,102,567,1921,10.785,2.154,0.1338,0.0717,0.2085,0.2099,0.6429,0.1245,0.4393,1.7471,0.2577,0.5,4.7468,0.3454,1,1,0,0
ACC03497,spambot_2,spambot2,1,979,520,8431,0,569,2066,4.0808,1.8791,0.5368,0.3836,0.7255,0.5096,0.5667,0.9313,0.7252,0.0329,0.8477,0.3,3.7003,0.9665,1,0,0,0
ACC03498,genuine,genuine,0,4108,388,5197,278,11065,2552,2.0364,10.5604,0.2028,0.537,0.0898,0.3697,0.4782,0.069,0.1817,0.056,0.2778,0.5,3.1186,0.2974,1,1,0,0
ACC03499,spambot_1,spambot1,1,12,35,9013,0,7,1768,5.0979,0.3333,0.6352,0.7036,0.9965,0.7264,0.7292,0.3636,0.6165,0.0413,0.9306,0.0,3.9275,0.8387,0,0,0,0
ACC03500,spambot_2,spambot2,1,189,779,6290,6,821,2799,2.2472,0.2423,0.7204,0.7246,0.8121,0.7053,0.4428,0.6855,0.4306,0.0448,0.5468,0.3,2.821,0.7842,1,0,0,0
ACC03501,genuine,genuine,0,2421,4109,15876,1,724,1320,12.0273,0.5891,0.0781,0.1116,0.1527,0.3363,0.0731,0.4929,0.2851,0.6023,0.1971,0.3,4.1543,0.0638,1,0,0,0
ACC03502,spambot_3,spambot3,1,2810,9965,5185,3,293,1366,3.7958,0.282,0.7067,0.4958,0.3966,0.3436,0.897,0.2918,0.5537,0.0642,0.694,0.3,4.1103,0.4392,1,0,0,0
ACC03503,genuine,genuine,0,4018,245,972,132,425,2467,0.394,16.3333,0.2389,0.1337,0.5742,0.2343,0.4063,0.0551,0.0378,0.0715,0.0297,0.75,3.1258,0.2951,1,1,1,0
ACC03504,spambot_2,spambot2,1,242,757,465,3,260,1215,0.3827,0.3193,0.3398,0.3349,0.7361,0.4156,0.7679,0.5433,0.6832,0.0569,0.4377,0.3,3.6055,0.4038,1,0,0,0
ACC03505,genuine,genuine,0,204,1004,1096,64,2745,1379,0.7948,0.203,0.5216,0.8411,0.2736,0.5321,0.5426,0.1878,0.0817,0.4193,0.108,0.25,2.3634,0.0272,0,0,1,0
ACC03506,genuine,genuine,0,884,405,9004,115,9365,3434,2.622,2.1773,0.2741,0.1605,0.26,0.235,0.4966,0.3723,0.2219,3.245,0.5962,0.5,2.9898,0.0871,1,1,0,0
ACC03507,spambot_1,spambot1,1,19,30,741,0,1,1970,0.3761,0.6129,0.8206,0.6105,0.7356,0.9612,0.7722,0.7627,0.7607,0.025,0.6286,0.25,5.2957,0.7699,0,0,1,0
ACC03508,genuine,genuine,0,561,151,1953,103,1172,199,9.8141,3.6908,0.3487,0.1724,0.1649,0.5546,0.0708,0.1827,0.3454,0.4031,0.3337,0.75,4.7379,0.0573,1,1,1,0
ACC03509,spambot_3,spambot3,1,1592,5322,2448,5,1779,2883,0.8491,0.2991,0.8666,0.1464,0.6039,0.7638,0.4645,0.5611,0.8083,0.2716,0.5371,0.5,3.4242,0.4543,1,1,0,0
ACC03510,spambot_3,spambot3,1,1182,7214,1843,84,984,2802,0.6577,0.1638,0.4332,0.2508,0.5,0.6659,0.4938,0.3606,0.4626,0.1101,0.7858,0.75,2.4124,0.5953,1,1,1,0
ACC03511,genuine,genuine,0,17861,518,20165,142,2157,2492,8.0919,34.4143,0.1858,0.3049,0.317,0.1113,0.5298,0.1795,0.0253,0.1743,0.4494,0.75,2.0526,0.0732,1,1,1,0
ACC03512,genuine,genuine,0,864,3023,3292,83,1587,1829,1.7999,0.2857,0.1689,0.248,0.3853,0.1206,0.4925,0.1015,0.0332,0.3055,0.1022,0.55,3.1622,0.3174,1,0,1,0
ACC03513,spambot_1,spambot1,1,11,77,2120,1,15,1724,1.2297,0.141,0.6675,0.8723,0.8464,0.8454,0.4993,0.5853,0.8752,0.0938,0.9324,0.3,5.3012,0.9243,1,0,0,0
ACC03514,spambot_3,spambot3,1,1106,102,2217,19,3124,2865,0.7738,10.7379,0.7391,0.368,0.5537,0.329,0.6562,0.0761,0.6837,0.0061,0.5117,0.5,3.6116,0.5933,1,1,0,0
ACC03515,genuine,genuine,0,1533,1264,10053,0,1265,2060,4.8801,1.2119,0.1746,0.5799,0.578,0.5305,0.1857,0.1961,0.0469,0.263,0.2603,0.45,3.8741,0.2186,0,1,1,0
ACC03516,spambot_1,spambot1,1,12,49,1501,6,3,1943,0.7725,0.24,0.6298,0.5402,0.875,0.9039,0.8162,0.6134,0.8877,0.239,0.8913,0.3,3.7421,0.9322,1,0,0,0
ACC03517,genuine,genuine,0,4473,80,6069,13,367,2924,2.0756,55.2222,0.5967,0.2433,0.1084,0.3598,0.1319,0.3056,0.0709,0.54,0.5409,0.75,3.0061,0.0215,1,1,1,0
ACC03518,genuine,genuine,0,4669,926,8455,45,855,2400,3.5229,5.0367,0.2554,0.245,0.4222,0.5945,0.4966,0.3946,0.1634,0.1385,0.2169,0.3,2.6359,0.3245,1,0,0,0
ACC03519,genuine,genuine,0,238,178,5614,11,3691,2270,2.4731,1.3296,0.164,0.3292,0.1721,0.2083,0.2216,0.3614,0.0208,0.0468,0.1448,0.3,3.6817,0.0344,1,0,0,0
ACC03520,spambot_3,spambot3,1,1547,230,1658,0,20789,2452,0.6762,6.697,0.3971,0.2047,0.7511,0.3926,0.6444,0.7093,0.6879,0.3921,0.7229,0.3,2.6741,0.5234,1,0,0,0
ACC03521,genuine,genuine,0,268,644,38263,16,2796,2375,16.1107,0.4155,0.3285,0.3701,0.3708,0.2868,0.33,0.3987,0.0714,0.3352,0.4023,0.5,3.7759,0.1508,1,1,0,0
ACC03522,genuine,genuine,0,261,104,1956,116,445,2743,0.7131,2.4857,0.3212,0.2432,0.3201,0.2867,0.2913,0.1858,0.3421,0.312,0.3613,0.3,2.5119,0.1577,1,0,0,0
ACC03523,genuine,genuine,0,2122,1393,13490,174,811,1758,7.6735,1.5222,0.2404,0.5387,0.3158,0.5873,0.5687,0.1229,0.5617,0.145,0.2592,0.5,3.4716,0.038,1,1,0,0
ACC03524,genuine,genuine,0,1444,247,19178,27,912,1404,13.6595,5.8226,0.2386,0.2576,0.553,0.2875,0.1174,0.3292,0.1371,0.8382,0.2784,0.3,2.9466,0.0787,1,0,0,0
ACC03525,spambot_3,spambot3,1,2225,739,9210,8,10127,1703,5.4081,3.0068,0.4995,0.5675,0.725,0.3231,0.3989,0.8102,0.625,0.094,0.4477,0.5,3.0338,0.4518,1,1,0,0
ACC03526,spambot_3,spambot3,1,918,146,3919,1,8839,2642,1.4833,6.2449,0.2705,0.6306,0.627,0.5667,0.5718,0.3705,0.6641,0.0303,0.5309,0.55,3.1892,0.8068,1,0,1,0
ACC03527,spambot_1,spambot1,1,48,9,516,0,6,1977,0.261,4.8,0.9874,0.8006,0.9484,0.8268,0.894,0.8658,0.848,0.1285,0.962,0.55,4.4467,0.9405,1,0,1,0
ACC03528,spambot_1,spambot1,1,31,21,15431,0,33,2319,6.6542,1.4091,0.7625,0.7352,0.9308,0.873,0.8478,0.6554,0.7203,0.0221,0.6457,0.3,3.8764,0.7347,1,0,0,0
ACC03529,genuine,genuine,0,1130,263,14877,139,258,2615,5.6891,4.2803,0.1526,0.1382,0.116,0.5113,0.1396,0.2976,0.1251,0.6203,0.5063,0.2,3.6058,0.0568,0,1,0,0
ACC03530,genuine,genuine,0,1091,959,16940,28,725,2358,7.1841,1.1365,0.1873,0.5926,0.2054,0.1048,0.1117,0.1687,0.1879,0.1618,0.1354,0.55,2.4256,0.0889,1,0,1,0
ACC03531,spambot_1,spambot1,1,12,114,23559,0,62,1511,15.5917,0.1043,0.6144,0.6339,0.9905,0.8632,0.6245,0.5101,0.6341,0.0099,0.8919,0.3,4.682,0.9506,1,0,0,0
ACC03532,spambot_3,spambot3,1,927,226,6348,7,1195,1312,4.8384,4.0837,0.6204,0.4779,0.3651,0.3841,0.7072,0.4184,0.5908,0.1024,0.7236,0.55,2.2089,0.3877,1,0,1,0
ACC03533,spambot_3,spambot3,1,183,1397,4532,39,21236,2830,1.6014,0.1309,0.3286,0.4573,0.9401,0.571,0.5863,0.6219,0.2242,0.0883,0.4898,0.0,3.1539,0.7844,0,0,0,0
ACC03534,genuine,genuine,0,234,1298,9842,7,857,1560,6.309,0.1801,0.0905,0.1518,0.4243,0.1547,0.0813,0.3931,0.3212,0.1352,0.3835,0.3,2.6068,0.0401,1,0,0,0
ACC03535,genuine,genuine,0,2273,387,7418,5,4357,2253,3.2925,5.8582,0.1165,0.0772,0.2636,0.1137,0.1283,0.1888,0.2655,0.0878,0.2582,0.5,3.4521,0.0692,1,1,0,0
ACC03536,genuine,genuine,0,3121,2692,66498,51,3055,1655,40.1801,1.1589,0.3249,0.127,0.3141,0.507,0.1766,0.1081,0.0804,0.2407,0.4248,0.55,3.0818,0.1533,1,0,1,0
ACC03537,spambot_2,spambot2,1,73,883,10301,1,1729,1295,7.9544,0.0826,0.3391,0.6235,0.8306,0.6318,0.873,0.5067,0.619,0.0171,0.4383,0.3,3.6741,0.5262,1,0,0,0
ACC03538,genuine,genuine,0,2629,558,7834,12,3119,2693,2.909,4.703,0.3939,0.3232,0.646,0.3099,0.2028,0.168,0.0964,0.0346,0.2515,0.3,3.6556,0.0466,1,0,0,0
ACC03539,spambot_2,spambot2,1,44,1079,4545,1,602,1296,3.5069,0.0407,0.7359,0.1852,0.7654,0.7817,0.689,0.8248,0.7263,0.0402,0.657,0.3,3.1016,0.6138,1,0,0,0
ACC03540,genuine,genuine,0,1033,81,8691,950,2556,1254,6.9306,12.5976,0.1038,0.0774,0.3076,0.0562,0.1858,0.2982,0.2413,0.417,0.4443,0.75,3.3086,0.0403,1,1,1,0
ACC03541,spambot_3,spambot3,1,10196,1332,2434,31,1796,2914,0.8353,7.6489,0.5772,0.7726,0.3981,0.4673,0.3547,0.3982,0.3462,0.4198,0.567,0.3,3.2277,0.8132,1,0,0,0
ACC03542,spambot_1,spambot1,1,13,89,5126,0,10,1823,2.8118,0.1444,0.6943,0.9507,0.8962,0.7422,0.7229,0.4459,0.9098,0.4095,0.7583,0.3,4.9083,0.7189,1,0,0,0
ACC03543,spambot_1,spambot1,1,8,101,6917,0,108,1466,4.7183,0.0784,0.9649,0.6722,0.8845,0.9026,0.738,0.4703,0.8119,0.0434,0.7878,0.3,5.407,0.7772,1,0,0,0
ACC03544,genuine,genuine,0,3536,78,2357,7,22502,1970,1.1964,44.7595,0.2701,0.0344,0.0519,0.1827,0.2771,0.4916,0.2082,0.2695,0.2983,0.3,3.037,0.0514,1,0,0,0
ACC03545,spambot_3,spambot3,1,507,717,9175,10,6733,1154,7.9506,0.7061,0.5797,0.557,0.4516,0.2959,0.589,0.295,0.4899,0.0624,0.7641,0.3,4.2269,0.8413,1,0,0,0
ACC03546,genuine,genuine,0,8889,1797,6688,13,4508,2702,2.4752,4.9438,0.0753,0.1127,0.0375,0.0986,0.1619,0.2635,0.4974,0.1029,0.323,0.3,3.5172,0.0703,1,0,0,0
ACC03547,genuine,genuine,0,1753,616,11226,42,592,2359,4.7588,2.8412,0.2012,0.2934,0.451,0.4181,0.1654,0.1785,0.0489,0.1286,0.2774,0.75,4.3738,0.1736,1,1,1,0
ACC03548,spambot_1,spambot1,1,50,104,4052,0,13,1437,2.8198,0.4762,0.6489,0.6308,0.695,0.6134,0.74,0.5532,0.9183,0.0601,0.5941,0.0,4.887,0.9279,0,0,0,0
ACC03549,genuine,genuine,0,510,4801,2548,121,7368,1803,1.4132,0.1062,0.1351,0.1033,0.2089,0.152,0.3098,0.0242,0.1791,3.0458,0.4911,0.55,3.1597,0.1645,1,0,1,0
ACC03550,spambot_1,spambot1,1,1,180,6153,2,32,1566,3.9291,0.0055,0.7608,0.9391,0.8933,0.8647,0.8364,0.2389,0.7137,0.1153,0.759,0.45,5.1986,0.8589,0,1,1,0
ACC03551,genuine,genuine,0,3906,609,5940,897,784,2332,2.5472,6.4033,0.2983,0.4505,0.1609,0.4772,0.0518,0.0986,0.4596,0.3527,0.4466,0.55,4.0363,0.1187,1,0,1,0
ACC03552,spambot_3,spambot3,1,2601,2586,3518,2,1154,2347,1.4989,1.0054,0.6008,0.3867,0.4909,0.5573,0.5457,0.2027,0.3345,0.1043,0.6694,0.3,3.1381,0.694,1,0,0,0
ACC03553,genuine,genuine,0,3643,1102,8235,32,543,1966,4.1887,3.3028,0.3709,0.159,0.1954,0.4961,0.2829,0.16,0.0628,0.019,0.2764,0.5,3.1533,0.0073,1,1,0,0
ACC03554,genuine,genuine,0,899,38,38416,184,972,1377,27.8983,23.0513,0.2855,0.3919,0.2885,0.4321,0.2321,0.161,0.0666,0.6162,0.404,0.55,2.9933,0.0801,1,0,1,0
ACC03555,genuine,genuine,0,529,51,4545,12,1083,2163,2.1012,10.1731,0.3973,0.4137,0.4921,0.2398,0.0389,0.1562,0.0902,0.1524,0.1739,0.0,3.2989,0.0123,0,0,0,0
ACC03556,genuine,genuine,0,922,123,11081,4,1916,2100,5.2767,7.4355,0.4257,0.2224,0.0758,0.2555,0.3003,0.1243,0.1404,1.0318,0.3883,0.75,3.5777,0.2192,1,1,1,0
ACC03557,spambot_3,spambot3,1,1353,258,12198,38,638,2253,5.4141,5.2239,0.6972,0.4347,0.4582,0.3387,0.4328,0.4526,0.4928,0.0477,0.6765,0.5,2.8451,0.6009,1,1,0,0
ACC03558,genuine,genuine,0,1554,239,4727,78,394,1582,2.988,6.475,0.3067,0.3906,0.1895,0.6371,0.1436,0.2186,0.3472,0.1017,0.3021,0.3,3.551,0.2288,1,0,0,0
ACC03559,genuine,genuine,0,6429,119,19783,185,461,1456,13.5872,53.575,0.3172,0.021,0.3829,0.1428,0.3027,0.495,0.1677,0.3024,0.3954,0.3,2.2052,0.0291,1,0,0,0
ACC03560,spambot_1,spambot1,1,35,36,9662,2,39,1011,9.5569,0.9459,0.7268,0.9752,0.8501,0.7562,0.9206,0.3384,0.904,0.0355,0.8025,0.3,5.1359,0.7044,1,0,0,0
ACC03561,spambot_1,spambot1,1,7,234,3442,2,3,2069,1.6636,0.0298,0.8064,0.8478,0.7301,0.7427,0.7253,0.5759,0.8453,0.0946,0.8529,0.3,4.1085,0.9126,1,0,0,0
ACC03562,genuine,genuine,0,2287,3234,2576,1250,5543,710,3.6282,0.707,0.243,0.207,0.2068,0.4824,0.331,0.2165,0.1169,0.4408,0.5327,0.5,3.3566,0.1172,1,1,0,0
ACC03563,genuine,genuine,0,3486,747,7027,30,470,982,7.1558,4.6604,0.1652,0.1919,0.3692,0.5961,0.3103,0.1533,0.2401,0.5728,0.2611,0.3,3.974,0.2504,1,0,0,0
ACC03564,spambot_2,spambot2,1,183,154,753,6,186,1430,0.5266,1.1806,0.6423,0.842,0.6367,0.448,0.9424,0.7635,0.2395,0.008,0.9735,0.0,4.4872,0.802,0,0,0,0
ACC03565,genuine,genuine,0,1828,528,6484,72,3969,2322,2.7924,3.4556,0.1134,0.4259,0.263,0.5016,0.2603,0.078,0.2506,0.198,0.1074,0.75,3.0948,0.0039,1,1,1,0
ACC03566,spambot_1,spambot1,1,29,104,3445,0,11,484,7.1178,0.2762,0.9576,0.8153,0.9721,0.5043,0.4358,0.3786,0.7946,0.0676,0.825,0.55,5.9274,0.7904,1,0,1,0
ACC03567,genuine,genuine,0,9458,3056,12186,66,1379,2469,4.9356,3.0939,0.2182,0.2057,0.7578,0.2459,0.0478,0.2977,0.1238,0.0765,0.2118,0.5,3.214,0.1007,1,1,0,0
ACC03568,spambot_1,spambot1,1,11,45,8067,1,7,1056,7.6392,0.2391,0.8328,0.7781,0.9963,0.5946,0.9076,0.6874,0.8534,0.0281,0.9304,0.3,4.616,0.8517,1,0,0,0
ACC03569,genuine,genuine,0,3122,1200,2234,17,949,2146,1.041,2.5995,0.4033,0.0694,0.1729,0.6031,0.0793,0.371,0.064,0.9289,0.4043,0.75,3.0221,0.0284,1,1,1,0
ACC03570,spambot_1,spambot1,1,25,23,15567,0,18,1457,10.6843,1.0417,0.774,0.8287,0.9584,0.6101,0.4844,0.5828,0.9493,0.02,0.8,0.3,4.6373,0.7738,1,0,0,0
ACC03571,genuine,genuine,0,674,365,10278,15,689,1778,5.7807,1.8415,0.2124,0.3844,0.21,0.2202,0.244,0.2412,0.2996,0.1557,0.4613,0.75,3.0587,0.1116,1,1,1,0
ACC03572,spambot_1,spambot1,1,206,73,25286,0,3,2314,10.9274,2.7838,0.6703,0.9468,0.7737,0.7495,0.8828,0.5331,0.9727,0.0141,0.9663,0.5,4.8253,0.631,1,1,0,0
ACC03573,spambot_1,spambot1,1,464,30,1898,2,8,1762,1.0772,14.9677,0.7892,0.8833,0.9098,0.7011,0.9046,0.4565,0.8514,0.0091,0.39,0.3,4.2441,0.5767,1,0,0,0
ACC03574,genuine,genuine,0,2120,81,1293,213,4548,2577,0.5017,25.8537,0.2464,0.4386,0.3263,0.1858,0.3893,0.0921,0.0922,0.1763,0.3099,0.75,2.6375,0.1851,1,1,1,0
ACC03575,genuine,genuine,0,1050,230,4864,18,3390,2542,1.9135,4.5455,0.1702,0.353,0.5016,0.3539,0.0689,0.2647,0.1935,0.2043,0.333,0.5,2.975,0.0523,1,1,0,0
ACC03576,genuine,genuine,0,369,1245,8923,15,1254,1479,6.0331,0.2961,0.2204,0.175,0.3746,0.3084,0.1567,0.0802,0.3653,0.0234,0.1881,0.0,3.1052,0.062,0,0,0,0
ACC03577,genuine,genuine,0,1529,138,19800,21,339,757,26.1559,11.0,0.4012,0.391,0.1246,0.3019,0.1621,0.2046,0.2558,0.0446,0.3634,0.3,3.0635,0.0816,1,0,0,0
ACC03578,spambot_3,spambot3,1,198,329,9509,4,600,1393,6.8263,0.6,0.89,0.1371,0.2805,0.6977,0.6117,0.3044,0.6572,0.0671,0.399,0.55,3.4684,0.3854,1,0,1,0
ACC03579,spambot_3,spambot3,1,666,11411,615,42,1455,2550,0.2412,0.0584,0.3318,0.5349,0.654,0.7065,0.8714,0.2046,0.509,0.0485,0.5572,0.25,2.7934,0.7298,0,0,1,0
ACC03580,spambot_2,spambot2,1,55,296,424,0,907,1597,0.2655,0.1852,0.3743,0.7378,0.9135,0.7314,0.5976,0.7449,0.5437,0.0182,0.3432,0.55,3.3217,0.8154,1,0,1,0
ACC03581,genuine,genuine,0,1095,364,1095,13,4916,2558,0.4281,3.0,0.4761,0.2236,0.3357,0.6768,0.6978,0.372,0.4344,0.433,0.0998,0.55,3.2212,0.0252,1,0,1,0
ACC03582,spambot_1,spambot1,1,15,59,7065,0,3,1920,3.6797,0.25,0.7104,0.9278,0.996,0.8901,0.5848,0.362,0.9051,0.0985,0.9888,0.3,3.7465,0.8548,1,0,0,0
ACC03583,spambot_3,spambot3,1,1370,620,1533,12,3620,964,1.5902,2.2061,0.6314,0.5339,0.9076,0.353,0.2162,0.6614,0.6266,0.0275,0.4066,0.3,3.0188,0.6049,1,0,0,0
ACC03584,genuine,genuine,0,969,169,69216,6,1292,480,144.2,5.7,0.2908,0.1001,0.2909,0.2441,0.1385,0.0565,0.3845,0.1218,0.5016,0.55,2.3442,0.0158,1,0,1,0
ACC03585,spambot_3,spambot3,1,526,102,2805,11,1086,1164,2.4098,5.1068,0.451,0.1485,0.5185,0.4981,0.6888,0.4816,0.3077,0.0474,0.4278,0.5,4.5592,0.7321,1,1,0,0
ACC03586,spambot_1,spambot1,1,77,178,13769,0,5,1573,8.7533,0.4302,0.7332,0.7238,0.7954,0.8006,0.5947,0.6621,0.9464,0.3746,0.8543,0.3,4.8227,0.7573,1,0,0,0
ACC03587,genuine,genuine,0,6339,168,34537,7,902,2265,15.2481,37.5089,0.1791,0.0486,0.4396,0.2292,0.1669,0.1086,0.2049,0.2099,0.2638,0.5,2.69,0.1616,1,1,0,0
ACC03588,genuine,genuine,0,613,4563,13306,173,2703,2508,5.3054,0.1343,0.0675,0.4884,0.3627,0.2749,0.0703,0.0952,0.4481,0.278,0.2588,0.3,3.4737,0.0798,1,0,0,0
ACC03589,genuine,genuine,0,567,158,2932,14,1503,920,3.187,3.566,0.324,0.2203,0.0912,0.8542,0.179,0.1796,0.2905,0.2207,0.1631,0.3,3.4231,0.0805,1,0,0,0
ACC03590,genuine,genuine,0,988,120,7493,6,25917,3635,2.0613,8.1653,0.1447,0.1807,0.1917,0.403,0.165,0.1233,0.2616,0.7421,0.5396,0.5,3.0818,0.0544,1,1,0,0
ACC03591,genuine,genuine,0,380,301,6826,33,1562,2348,2.9072,1.2583,0.4235,0.1042,0.1706,0.3703,0.0415,0.3971,0.1998,1.5567,0.4573,0.3,3.3143,0.0851,1,0,0,0
ACC03592,genuine,genuine,0,738,357,7931,89,4837,3175,2.498,2.0615,0.3583,0.3604,0.3143,0.4876,0.0437,0.2245,0.0763,0.1602,0.4821,0.3,3.9662,0.103,1,0,0,0
ACC03593,genuine,genuine,0,663,686,3668,76,2393,2560,1.4328,0.9651,0.3664,0.2675,0.484,0.4021,0.0261,0.3861,0.0053,0.3389,0.4089,0.3,3.0873,0.0176,1,0,0,0
ACC03594,genuine,genuine,0,840,10089,6403,103,7239,3171,2.0192,0.0833,0.0742,0.3702,0.3137,0.392,0.1559,0.0758,0.404,0.9331,0.2657,0.3,3.8887,0.0714,1,0,0,0
ACC03595,spambot_2,spambot2,1,160,190,3239,16,1090,1346,2.4064,0.8377,0.9209,0.519,0.7266,0.3271,0.8377,0.7733,0.8772,0.0837,0.6244,0.3,3.812,0.8095,1,0,0,0
ACC03596,spambot_1,spambot1,1,25,145,7342,0,28,1329,5.5245,0.1712,0.5757,0.8155,0.9157,0.9311,0.9148,0.5691,0.8128,0.2046,0.9222,0.25,4.4649,0.8705,0,0,1,0
ACC03597,spambot_2,spambot2,1,175,413,3091,1,219,1602,1.9295,0.4227,0.7392,0.5216,0.747,0.6141,0.7464,0.5446,0.6887,0.0214,0.7444,0.55,3.7166,0.8732,1,0,1,0
ACC03598,spambot_1,spambot1,1,410,271,1053,0,2,2057,0.5119,1.5074,0.8326,0.8311,0.8038,0.7496,0.6151,0.5618,0.9295,0.0819,0.8608,0.3,5.5167,0.7165,1,0,0,0
ACC03599,spambot_1,spambot1,1,32,1069,3080,6,23,2146,1.4352,0.0299,0.6403,0.6783,0.9731,0.6283,0.6514,0.4923,0.93,0.0129,0.6675,0.0,4.3613,0.8393,0,0,0,0
ACC03600,genuine,genuine,0,822,496,6728,9,1450,1734,3.88,1.6539,0.3797,0.1226,0.3404,0.4948,0.1851,0.1108,0.0232,0.3696,0.0554,0.5,3.6553,0.0684,1,1,0,0
ACC03601,genuine,genuine,0,1903,334,15051,19,313,2749,5.4751,5.6806,0.3875,0.5068,0.2857,0.133,0.5313,0.509,0.1884,0.9929,0.2605,0.75,3.3618,0.1515,1,1,1,0
ACC03602,genuine,genuine,0,5633,96,29741,46,2591,2625,11.3299,58.0722,0.0561,0.4924,0.468,0.5566,0.2302,0.2189,0.2911,0.2122,0.173,0.5,3.3328,0.1358,1,1,0,0
ACC03603,spambot_3,spambot3,1,4858,843,2415,149,838,1997,1.2093,5.7559,0.6128,0.4598,0.6878,0.2348,0.762,0.2833,0.7507,0.4738,0.473,0.5,4.8822,0.3598,1,1,0,0
ACC03604,genuine,genuine,0,12786,437,4794,32,5529,1986,2.4139,29.1918,0.0534,0.3157,0.6568,0.2186,0.3133,0.1321,0.0714,1.3723,0.4639,0.55,2.9654,0.0054,1,0,1,0
ACC03605,genuine,genuine,0,2092,94,11653,54,3063,2287,5.0953,22.0211,0.1923,0.2622,0.302,0.4257,0.1087,0.0386,0.1946,0.2524,0.1475,0.3,4.2045,0.0777,1,0,0,0
ACC03606,spambot_1,spambot1,1,142,10,1523,0,793,955,1.5948,12.9091,0.9593,0.841,0.8866,0.7605,0.8974,0.3506,0.8178,0.1603,0.634,0.3,5.2001,0.638,1,0,0,0
ACC03607,genuine,genuine,0,3624,348,26964,96,228,2012,13.4016,10.384,0.1223,0.6686,0.187,0.2695,0.1623,0.148,0.1494,3.5404,0.2579,0.55,3.0083,0.2493,1,0,1,0
ACC03608,genuine,genuine,0,568,450,48302,344,479,1884,25.638,1.2594,0.2746,0.1151,0.2036,0.0694,0.2669,0.3294,0.0343,0.0502,0.3768,0.5,3.7627,0.001,1,1,0,0
ACC03609,spambot_1,spambot1,1,68,811,209,1,3,1750,0.1194,0.0837,0.5205,0.8226,0.7409,0.9525,0.4046,0.5902,0.9246,0.0296,0.7526,0.0,3.9253,0.8011,0,0,0,0
ACC03610,genuine,genuine,0,2231,1104,3923,30,523,2200,1.7832,2.019,0.4285,0.0826,0.2407,0.5789,0.089,0.4157,0.3556,1.3636,0.2135,0.3,4.0131,0.1136,1,0,0,0
ACC03611,spambot_1,spambot1,1,87,186,1594,2,10,963,1.6552,0.4652,0.8205,0.7735,0.8102,0.5373,0.6227,0.3175,0.8981,0.1267,0.5326,0.3,5.6124,0.9453,1,0,0,0
ACC03612,genuine,genuine,0,1135,1307,7178,29,613,2446,2.9346,0.8677,0.1565,0.0827,0.2696,0.2992,0.1624,0.1981,0.2176,0.3654,0.2116,0.55,3.9769,0.0204,1,0,1,0
ACC03613,spambot_2,spambot2,1,1353,686,2094,2,1289,1573,1.3312,1.9694,0.774,0.4038,0.8527,0.183,0.9469,0.4813,0.964,0.0764,0.8185,0.5,3.1009,0.5952,1,1,0,0
ACC03614,spambot_3,spambot3,1,1761,3849,3886,25,4540,2849,1.364,0.4574,0.2903,0.614,0.6474,0.8006,0.6988,0.3415,0.475,0.1979,0.673,0.0,3.4603,0.7461,0,0,0,0
ACC03615,spambot_2,spambot2,1,490,304,1528,1,405,1978,0.7725,1.6066,0.6403,0.8775,0.9236,0.7947,0.8096,0.6135,0.6653,0.019,0.7026,0.5,3.6292,0.9177,1,1,0,0
ACC03616,genuine,genuine,0,275,319,10343,82,1273,1786,5.7912,0.8594,0.311,0.4615,0.0515,0.0458,0.1785,0.1182,0.0956,0.0486,0.0677,0.55,3.3992,0.0109,1,0,1,0
